State Abbreviation,State,Gender,Age,Education Code,Education Level,Degree Field,Occupation Code,Occupation,Annual Income,Employment,Location Quotient,Jobs per 1000,Hourly Mean,Annual Mean Wage
NY,New York,Male,38,101,Bachelor's degree,2400,151252,Software Developers,130311,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,27,114,Master's degree,3699,111021,General And Operations Managers,113314,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,38,114,Master's degree,5501,132011,Accountants And Auditors,118980,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,41,101,Bachelor's degree,5501,132041,Credit Analysts,106062,8550.0,1.89,0.911,68.45,142370.0
NY,New York,Male,38,116,Doctoral degree,2408,291123,Physical Therapists,114447,15560.0,1.04,1.656,48.47,100810.0
NY,New York,Male,37,114,Master's degree,5098,113071,"Transportation, Storage, And Distribution Managers",169971,5590.0,0.45,0.595,65.37,135960.0
NY,New York,Female,38,114,Master's degree,6203,119111,Medical And Health Services Managers,183569,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,35,101,Bachelor's degree,5301,131082,Project Management Specialists,260622,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,59,114,Master's degree,5200,192099,"Physical Scientists, All Other",158640,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Female,49,114,Master's degree,6107,119111,Medical And Health Services Managers,175637,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,35,115,Professional degree,3600,291071,Physician Assistants,147308,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Female,36,114,Master's degree,3600,291141,Registered Nurses,118980,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,42,114,Master's degree,6200,132011,Accountants And Auditors,101983,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,45,101,Bachelor's degree,2601,131082,Project Management Specialists,198300,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,36,101,Bachelor's degree,2105,151211,Computer Systems Analysts,107648,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,135977,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,25,115,Professional degree,5506,151252,Software Developers,172464,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,27,114,Master's degree,6207,132011,Accountants And Auditors,283285,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,35,114,Master's degree,1901,112022,Sales Managers,211897,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Female,30,101,Bachelor's degree,5200,291141,Registered Nurses,116713,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,36,114,Master's degree,6102,291141,Registered Nurses,133711,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,32,101,Bachelor's degree,6200,111021,General And Operations Managers,114787,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,38,101,Bachelor's degree,6107,291141,Registered Nurses,113314,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,65,101,Bachelor's degree,2399,111021,General And Operations Managers,112408,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,113314,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,37,101,Bachelor's degree,3600,151252,Software Developers,249291,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,55,116,Doctoral degree,6402,413021,Insurance Sales Agents,754672,19460.0,0.69,2.072,52.38,108960.0
NY,New York,Male,49,114,Master's degree,6200,113071,"Transportation, Storage, And Distribution Managers",170152,5590.0,0.45,0.595,65.37,135960.0
NY,New York,Male,50,101,Bachelor's degree,6205,113061,Purchasing Managers,130878,4680.0,0.98,0.498,84.78,176350.0
NY,New York,Male,39,101,Bachelor's degree,6201,272012,Producers And Directors,113314,29180.0,3.05,3.106,66.86,139060.0
NY,New York,Female,40,114,Master's degree,5004,192099,"Physical Scientists, All Other",138810,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Male,34,114,Master's degree,2406,119021,Construction Managers,254957,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Male,30,101,Bachelor's degree,6210,112022,Sales Managers,186968,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Male,61,101,Bachelor's degree,6200,131111,Management Analysts,749006,59640.0,1.15,6.35,60.79,126450.0
NY,New York,Female,53,101,Bachelor's degree,6107,291141,Registered Nurses,152974,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,33,101,Bachelor's degree,5301,113071,"Transportation, Storage, And Distribution Managers",106515,5590.0,0.45,0.595,65.37,135960.0
NY,New York,Male,36,101,Bachelor's degree,6203,132052,Personal Financial Advisors,147308,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,50,116,Doctoral degree,1901,151299,"Computer Occupations, All Other",199433,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,56,114,Master's degree,5401,291141,Registered Nurses,339942,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,41,114,Master's degree,6107,291141,Registered Nurses,113314,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,34,116,Doctoral degree,2414,151252,Software Developers,362605,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,32,115,Professional degree,6108,291051,Pharmacists,147308,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Male,33,116,Doctoral degree,5200,132051,Financial And Investment Analysts,283285,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Male,37,114,Master's degree,5003,291141,Registered Nurses,126912,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,59,101,Bachelor's degree,6107,291141,Registered Nurses,144419,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,35,101,Bachelor's degree,6200,132051,Financial And Investment Analysts,124645,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Female,50,116,Doctoral degree,3600,291051,Pharmacists,158640,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Male,58,115,Professional degree,5200,291041,Optometrists,135977,2010.0,0.79,0.214,73.3,152450.0
NY,New York,Male,30,101,Bachelor's degree,6107,291141,Registered Nurses,101983,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,58,101,Bachelor's degree,6200,113031,Financial Managers,226628,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Female,39,114,Master's degree,6203,291071,Physician Assistants,260622,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Male,28,101,Bachelor's degree,2102,151299,"Computer Occupations, All Other",135977,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,65,114,Master's degree,5501,291141,Registered Nurses,108782,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,29,114,Master's degree,6107,291141,Registered Nurses,104249,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,43,114,Master's degree,6110,119111,Medical And Health Services Managers,169971,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,35,101,Bachelor's degree,6402,411012,First-Line Supervisors Of Non-Retail Sales Workers,206232,15170.0,1.08,1.615,60.65,126160.0
NY,New York,Female,39,101,Bachelor's degree,5098,291141,Registered Nurses,116713,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,46,101,Bachelor's degree,6402,132061,Financial Examiners,101983,10900.0,2.78,1.16,61.67,128270.0
NY,New York,Female,58,114,Master's degree,2304,132051,Financial And Investment Analysts,749006,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Male,28,114,Master's degree,3700,192099,"Physical Scientists, All Other",158640,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Male,33,101,Bachelor's degree,6207,113031,Financial Managers,131161,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,26,101,Bachelor's degree,6206,151211,Computer Systems Analysts,107648,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Male,28,114,Master's degree,2310,151252,Software Developers,203965,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,39,101,Bachelor's degree,6203,113121,Human Resources Managers,133711,14260.0,1.15,1.518,95.59,198830.0
NY,New York,Male,40,101,Bachelor's degree,2102,151252,Software Developers,124645,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,37,114,Master's degree,6107,291141,Registered Nurses,101983,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,36,101,Bachelor's degree,2901,113121,Human Resources Managers,100850,14260.0,1.15,1.518,95.59,198830.0
NY,New York,Male,31,101,Bachelor's degree,6203,113031,Financial Managers,132577,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Female,38,114,Master's degree,6004,291141,Registered Nurses,103116,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,51,114,Master's degree,6107,119111,Medical And Health Services Managers,178130,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,40,115,Professional degree,2100,151252,Software Developers,130311,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,61,114,Master's degree,3601,113031,Financial Managers,151328,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,41,116,Doctoral degree,6107,291151,Nurse Anesthetists,190240,1130.0,0.38,0.12,123.15,256160.0
NY,New York,Male,29,101,Bachelor's degree,2102,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,46,101,Bachelor's degree,6203,131082,Project Management Specialists,141599,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,25,114,Master's degree,6200,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",108091,81930.0,1.16,8.722,51.23,106560.0
NY,New York,Female,27,116,Doctoral degree,6100,291051,Pharmacists,129709,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Female,32,101,Bachelor's degree,2309,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,35,116,Doctoral degree,6108,291051,Pharmacists,145923,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Male,23,114,Master's degree,6207,413031,"Securities, Commodities, And Financial Services Sales Agents",126467,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Female,40,101,Bachelor's degree,6203,132051,Financial And Investment Analysts,189160,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Female,29,114,Master's degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,23,101,Bachelor's degree,3700,132051,Financial And Investment Analysts,129709,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Male,27,101,Bachelor's degree,2105,151212,Information Security Analysts,140519,8710.0,0.8,0.928,67.68,140770.0
NY,New York,Female,40,115,Professional degree,3700,119151,Social And Community Service Managers,118900,13230.0,1.23,1.409,49.24,102420.0
NY,New York,Male,36,101,Bachelor's degree,5501,113021,Computer And Information Systems Managers,108091,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,58,101,Bachelor's degree,1401,119021,Construction Managers,270228,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Male,32,114,Master's degree,6103,119111,Medical And Health Services Managers,140519,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,54,101,Bachelor's degree,6107,119111,Medical And Health Services Managers,166460,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,37,114,Master's degree,5501,119111,Medical And Health Services Managers,206346,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,46,101,Bachelor's degree,4101,132052,Personal Financial Advisors,695891,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,37,114,Master's degree,5200,151252,Software Developers,108091,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,49,115,Professional degree,1501,291141,Registered Nurses,101606,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,33,101,Bachelor's degree,5098,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,60,114,Master's degree,6107,291141,Registered Nurses,140519,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,26,101,Bachelor's degree,2102,151252,Software Developers,167541,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,43,101,Bachelor's degree,6200,151211,Computer Systems Analysts,183755,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Female,29,101,Bachelor's degree,4001,291141,Registered Nurses,103768,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,30,101,Bachelor's degree,2414,119021,Construction Managers,103768,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Female,31,115,Professional degree,3600,291051,Pharmacists,108091,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Male,38,101,Bachelor's degree,6103,131082,Project Management Specialists,135114,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Male,45,101,Bachelor's degree,4801,132011,Accountants And Auditors,119981,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,45,114,Master's degree,6002,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,31,101,Bachelor's degree,6107,291141,Registered Nurses,129709,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,30,114,Master's degree,6103,111021,General And Operations Managers,148085,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,36,101,Bachelor's degree,6402,119021,Construction Managers,177270,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Male,60,101,Bachelor's degree,6201,132011,Accountants And Auditors,183755,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,41,101,Bachelor's degree,5402,132052,Personal Financial Advisors,474520,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,29,101,Bachelor's degree,6001,151252,Software Developers,162137,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,57,116,Doctoral degree,5200,193034,School Psychologists,149166,7280.0,1.87,0.775,51.02,106130.0
NY,New York,Male,55,114,Master's degree,2414,113021,Computer And Information Systems Managers,162137,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,33,114,Master's degree,6100,111021,General And Operations Managers,102687,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Female,45,101,Bachelor's degree,6107,291141,Registered Nurses,149166,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,35,115,Professional degree,4002,151299,"Computer Occupations, All Other",118900,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,28,101,Bachelor's degree,6001,132051,Financial And Investment Analysts,176837,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Female,48,101,Bachelor's degree,6110,291071,Physician Assistants,176189,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Male,65,101,Bachelor's degree,6200,413011,Advertising Sales Agents,110372,22550.0,3.37,2.4,51.95,108050.0
NY,New York,Female,53,114,Master's degree,5506,291141,Registered Nurses,107010,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,57,101,Bachelor's degree,6107,291141,Registered Nurses,156732,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,75,114,Master's degree,6203,119141,"Property, Real Estate, And Community Association Managers",197807,10480.0,0.6,1.116,55.79,116050.0
NY,New York,Male,42,101,Bachelor's degree,6103,119111,Medical And Health Services Managers,123224,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,48,101,Bachelor's degree,6203,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",231315,81930.0,1.16,8.722,51.23,106560.0
NY,New York,Male,26,116,Doctoral degree,3600,192099,"Physical Scientists, All Other",139438,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Female,27,101,Bachelor's degree,2300,151252,Software Developers,140519,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,49,116,Doctoral degree,2400,172141,Mechanical Engineers,124305,8190.0,0.47,0.872,51.1,106300.0
NY,New York,Female,33,115,Professional degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,57,101,Bachelor's degree,2406,151211,Computer Systems Analysts,115658,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Female,54,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,53,101,Bachelor's degree,6203,113021,Computer And Information Systems Managers,356701,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,39,114,Master's degree,2400,413031,"Securities, Commodities, And Financial Services Sales Agents",335083,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Female,47,115,Professional degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,49,114,Master's degree,5506,112021,Marketing Managers,242124,45000.0,1.97,4.791,92.63,192670.0
NY,New York,Male,50,115,Professional degree,6201,113021,Computer And Information Systems Managers,760962,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,47,114,Master's degree,2304,172051,Civil Engineers,140519,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Male,42,101,Bachelor's degree,6200,131111,Management Analysts,447497,59640.0,1.15,6.35,60.79,126450.0
NY,New York,Female,38,114,Master's degree,5507,291141,Registered Nurses,124305,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,44,101,Bachelor's degree,6201,132011,Accountants And Auditors,102687,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,43,114,Master's degree,6107,119111,Medical And Health Services Managers,156732,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,25,101,Bachelor's degree,6107,291141,Registered Nurses,112415,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,37,101,Bachelor's degree,5506,119021,Construction Managers,167541,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Male,31,101,Bachelor's degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,30,114,Master's degree,6107,291141,Registered Nurses,110253,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,28,115,Professional degree,6108,291051,Pharmacists,118900,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Male,51,116,Doctoral degree,6107,151212,Information Security Analysts,108091,8710.0,0.8,0.928,67.68,140770.0
NY,New York,Female,29,114,Master's degree,2405,151221,Computer And Information Research Scientists,140519,740.0,0.34,0.079,76.17,158440.0
NY,New York,Male,59,101,Bachelor's degree,6200,111021,General And Operations Managers,104848,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,43,116,Doctoral degree,6203,111021,General And Operations Managers,124305,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Female,63,101,Bachelor's degree,6107,291141,Registered Nurses,101606,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,30,114,Master's degree,6207,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,30,101,Bachelor's degree,2105,113021,Computer And Information Systems Managers,129709,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,52,101,Bachelor's degree,2408,151251,Computer Programmers,108091,8430.0,1.13,0.898,55.88,116230.0
NY,New York,Male,35,101,Bachelor's degree,6201,132052,Personal Financial Advisors,194564,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Male,37,101,Bachelor's degree,2102,119041,Architectural And Engineering Managers,245367,6600.0,0.51,0.703,87.57,182150.0
NY,New York,Male,55,114,Master's degree,3301,111021,General And Operations Managers,686919,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,37,114,Master's degree,2405,113021,Computer And Information Systems Managers,248610,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,28,115,Professional degree,2410,112021,Marketing Managers,102687,45000.0,1.97,4.791,92.63,192670.0
NY,New York,Male,36,101,Bachelor's degree,6201,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,40,101,Bachelor's degree,1901,151252,Software Developers,685298,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,34,114,Master's degree,6200,413031,"Securities, Commodities, And Financial Services Sales Agents",129709,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Female,56,114,Master's degree,6201,132011,Accountants And Auditors,335191,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,24,115,Professional degree,5506,151252,Software Developers,149166,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,60,114,Master's degree,2300,151211,Computer Systems Analysts,356701,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Male,33,116,Doctoral degree,2602,291051,Pharmacists,129709,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Female,33,114,Master's degree,5504,113021,Computer And Information Systems Managers,140519,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,48,114,Master's degree,6107,291141,Registered Nurses,140519,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,48,114,Master's degree,6200,119111,Medical And Health Services Managers,129709,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,42,114,Master's degree,2102,113021,Computer And Information Systems Managers,151328,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,61,114,Master's degree,6107,291141,Registered Nurses,135114,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,36,101,Bachelor's degree,3600,131082,Project Management Specialists,140519,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Male,29,116,Doctoral degree,6108,131082,Project Management Specialists,129709,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Male,38,101,Bachelor's degree,5501,132052,Personal Financial Advisors,140519,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,54,116,Doctoral degree,6109,291071,Physician Assistants,189160,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Female,41,114,Master's degree,5501,291141,Registered Nurses,129709,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,27,114,Master's degree,2402,131082,Project Management Specialists,113496,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Male,35,116,Doctoral degree,6106,291051,Pharmacists,363186,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Female,37,101,Bachelor's degree,6201,113021,Computer And Information Systems Managers,151328,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,49,101,Bachelor's degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,28,114,Master's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,33,114,Master's degree,6107,291141,Registered Nurses,150247,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,43,101,Bachelor's degree,6203,151252,Software Developers,174567,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,60,101,Bachelor's degree,6201,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,34,101,Bachelor's degree,6402,113021,Computer And Information Systems Managers,221911,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,41,101,Bachelor's degree,2400,113021,Computer And Information Systems Managers,135114,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,55,114,Master's degree,6201,112021,Marketing Managers,273471,45000.0,1.97,4.791,92.63,192670.0
NY,New York,Female,38,101,Bachelor's degree,5301,333021,Detectives And Criminal Investigators,167541,9030.0,1.37,0.961,56.9,118350.0
NY,New York,Female,67,101,Bachelor's degree,6200,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,49,114,Master's degree,5507,273043,Writers And Authors,108091,7540.0,2.47,0.803,58.21,121070.0
NY,New York,Female,58,115,Professional degree,6107,291141,Registered Nurses,140519,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,48,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,58,114,Master's degree,5506,333021,Detectives And Criminal Investigators,145923,9030.0,1.37,0.961,56.9,118350.0
NY,New York,Female,38,101,Bachelor's degree,6107,291141,Registered Nurses,175108,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,52,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,27,101,Bachelor's degree,5301,291141,Registered Nurses,140529,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,45,101,Bachelor's degree,6107,291141,Registered Nurses,102687,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,63,114,Master's degree,5098,291071,Physician Assistants,242124,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Male,26,101,Bachelor's degree,1902,131082,Project Management Specialists,110253,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,58,101,Bachelor's degree,6107,291141,Registered Nurses,156732,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,34,114,Master's degree,6210,413031,"Securities, Commodities, And Financial Services Sales Agents",270228,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Male,43,101,Bachelor's degree,2406,172051,Civil Engineers,108091,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Female,45,101,Bachelor's degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,54,114,Master's degree,3301,112022,Sales Managers,270228,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Female,38,114,Master's degree,3301,131082,Project Management Specialists,156732,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,30,114,Master's degree,6107,291141,Registered Nurses,127137,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,63,101,Bachelor's degree,6402,119141,"Property, Real Estate, And Community Association Managers",243205,10480.0,0.6,1.116,55.79,116050.0
NY,New York,Female,27,101,Bachelor's degree,5507,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,58,101,Bachelor's degree,6107,291141,Registered Nurses,118900,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,47,101,Bachelor's degree,6212,151299,"Computer Occupations, All Other",108091,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Female,23,114,Master's degree,2400,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,35,114,Master's degree,5098,291141,Registered Nurses,140519,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,37,101,Bachelor's degree,5507,113021,Computer And Information Systems Managers,140519,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,30,101,Bachelor's degree,2412,111021,General And Operations Managers,180512,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,55,114,Master's degree,2400,151299,"Computer Occupations, All Other",313464,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Female,56,101,Bachelor's degree,6107,291141,Registered Nurses,129709,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,28,101,Bachelor's degree,6107,291141,Registered Nurses,105929,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,74,115,Professional degree,2408,119111,Medical And Health Services Managers,253690,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,27,101,Bachelor's degree,2300,172051,Civil Engineers,103768,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Female,38,101,Bachelor's degree,2901,113021,Computer And Information Systems Managers,291846,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,34,101,Bachelor's degree,2100,151299,"Computer Occupations, All Other",167541,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Female,27,114,Master's degree,4000,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,50,114,Master's degree,5404,291141,Registered Nurses,149166,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,27,101,Bachelor's degree,3600,151252,Software Developers,174135,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,50,114,Master's degree,2304,113021,Computer And Information Systems Managers,135114,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,47,114,Master's degree,3604,112011,Advertising And Promotions Managers,685298,3830.0,3.0,0.407,103.88,216080.0
NY,New York,Male,61,101,Bachelor's degree,6201,132011,Accountants And Auditors,160840,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,61,101,Bachelor's degree,2406,119041,Architectural And Engineering Managers,151328,6600.0,0.51,0.703,87.57,182150.0
