State Abbreviation,State,Gender,Age,Education Code,Education Level,Degree Field,Occupation Code,Occupation,Annual Income,Employment,Location Quotient,Jobs per 1000,Hourly Mean,Annual Mean Wage
NY,New York,Female,24,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,53,101,Bachelor's degree,6000,112022,Sales Managers,257257,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Male,28,101,Bachelor's degree,3401,113051,Industrial Production Managers,142680,6680.0,0.48,0.711,67.64,140680.0
NY,New York,Male,43,114,Master's degree,2102,151252,Software Developers,159975,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,42,101,Bachelor's degree,6203,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",117819,81930.0,1.16,8.722,51.23,106560.0
NY,New York,Female,55,101,Bachelor's degree,6203,413011,Advertising Sales Agents,108091,22550.0,3.37,2.4,51.95,108050.0
NY,New York,Female,44,101,Bachelor's degree,1901,331012,First-Line Supervisors Of Police And Detectives,189160,8270.0,0.97,0.881,64.53,134220.0
NY,New York,Male,28,101,Bachelor's degree,3700,113031,Financial Managers,108091,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,42,116,Doctoral degree,5501,132051,Financial And Investment Analysts,349135,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Male,30,101,Bachelor's degree,2414,113051,Industrial Production Managers,102687,6680.0,0.48,0.711,67.64,140680.0
NY,New York,Male,27,101,Bachelor's degree,6107,291141,Registered Nurses,102687,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,49,114,Master's degree,2300,291071,Physician Assistants,136195,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Female,54,101,Bachelor's degree,6107,119111,Medical And Health Services Managers,145923,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,30,101,Bachelor's degree,2300,132011,Accountants And Auditors,212940,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,34,101,Bachelor's degree,2406,113031,Financial Managers,129709,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Female,34,101,Bachelor's degree,3700,151299,"Computer Occupations, All Other",118900,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Female,42,114,Master's degree,5200,119111,Medical And Health Services Managers,129709,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,33,101,Bachelor's degree,6004,132011,Accountants And Auditors,193483,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,39,114,Master's degree,2406,172041,Chemical Engineers,118900,590.0,0.45,0.063,52.91,110060.0
NY,New York,Female,27,101,Bachelor's degree,3600,112021,Marketing Managers,108091,45000.0,1.97,4.791,92.63,192670.0
NY,New York,Male,40,116,Doctoral degree,6109,291123,Physical Therapists,312384,15560.0,1.04,1.656,48.47,100810.0
NY,New York,Male,48,101,Bachelor's degree,1903,273041,Editors,163218,17900.0,3.02,1.906,52.71,109630.0
NY,New York,Male,36,114,Master's degree,5007,192099,"Physical Scientists, All Other",135114,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Female,55,101,Bachelor's degree,6107,291141,Registered Nurses,151328,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,32,114,Master's degree,6201,132061,Financial Examiners,129709,10900.0,2.78,1.16,61.67,128270.0
NY,New York,Male,70,114,Master's degree,2102,113021,Computer And Information Systems Managers,118900,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Male,40,101,Bachelor's degree,5098,291141,Registered Nurses,155219,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,54,114,Master's degree,2102,474021,Elevator And Escalator Installers And Repairers,161056,4530.0,3.05,0.482,53.17,110590.0
NY,New York,Male,53,114,Master's degree,6201,132011,Accountants And Auditors,154365,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,39,114,Master's degree,3601,291141,Registered Nurses,119981,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,28,114,Master's degree,3700,151252,Software Developers,162461,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,41,101,Bachelor's degree,5301,331012,First-Line Supervisors Of Police And Detectives,140519,8270.0,0.97,0.881,64.53,134220.0
NY,New York,Male,36,101,Bachelor's degree,6206,112011,Advertising And Promotions Managers,181593,3830.0,3.0,0.407,103.88,216080.0
NY,New York,Male,40,101,Bachelor's degree,2102,151299,"Computer Occupations, All Other",118900,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,34,114,Master's degree,2406,172011,Aerospace Engineers,162137,460.0,0.11,0.049,57.5,119590.0
NY,New York,Female,47,114,Master's degree,6107,119111,Medical And Health Services Managers,135114,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,44,101,Bachelor's degree,6201,132011,Accountants And Auditors,108091,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,48,115,Professional degree,2408,113031,Financial Managers,189160,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,56,114,Master's degree,3700,151299,"Computer Occupations, All Other",110253,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,27,101,Bachelor's degree,5506,111021,General And Operations Managers,555589,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Female,63,114,Master's degree,6107,119111,Medical And Health Services Managers,129709,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,27,101,Bachelor's degree,3600,111021,General And Operations Managers,102687,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Female,36,101,Bachelor's degree,6200,119151,Social And Community Service Managers,108091,13230.0,1.23,1.409,49.24,102420.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,116738,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,38,101,Bachelor's degree,6107,291141,Registered Nurses,124305,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,46,114,Master's degree,6107,291141,Registered Nurses,167541,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,137297,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,46,114,Master's degree,6107,291141,Registered Nurses,135114,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,30,115,Professional degree,3600,172051,Civil Engineers,103768,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Female,35,114,Master's degree,2406,172051,Civil Engineers,165380,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Female,50,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,42,114,Master's degree,5007,419031,Sales Engineers,162137,3310.0,0.9,0.352,71.17,148040.0
NY,New York,Male,56,101,Bachelor's degree,2408,172051,Civil Engineers,166460,16450.0,0.81,1.751,54.62,113610.0
NY,New York,Male,42,114,Master's degree,6203,333021,Detectives And Criminal Investigators,216182,9030.0,1.37,0.961,56.9,118350.0
NY,New York,Male,30,101,Bachelor's degree,6200,132011,Accountants And Auditors,154570,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,31,101,Bachelor's degree,5200,151252,Software Developers,119981,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,52,101,Bachelor's degree,6107,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,37,114,Master's degree,5301,151211,Computer Systems Analysts,135114,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Female,33,114,Master's degree,6000,113021,Computer And Information Systems Managers,102687,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,52,101,Bachelor's degree,5506,132052,Personal Financial Advisors,108091,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,42,101,Bachelor's degree,6203,119111,Medical And Health Services Managers,102687,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Male,38,114,Master's degree,5501,113031,Financial Managers,686379,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Female,49,114,Master's degree,6107,291141,Registered Nurses,218344,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,26,101,Bachelor's degree,5200,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,44,101,Bachelor's degree,6107,291141,Registered Nurses,101606,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,40,101,Bachelor's degree,5501,413031,"Securities, Commodities, And Financial Services Sales Agents",378319,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Male,42,114,Master's degree,2400,112022,Sales Managers,103768,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Female,31,101,Bachelor's degree,6203,113021,Computer And Information Systems Managers,108091,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,25,101,Bachelor's degree,1401,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,26,101,Bachelor's degree,6100,291141,Registered Nurses,108091,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,26,115,Professional degree,5200,131082,Project Management Specialists,178350,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Male,36,114,Master's degree,2414,119021,Construction Managers,200000,7240.0,0.36,0.771,75.37,156760.0
NY,New York,Female,23,101,Bachelor's degree,2105,151252,Software Developers,100500,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,54,101,Bachelor's degree,2407,131082,Project Management Specialists,191000,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,25,114,Master's degree,5301,151252,Software Developers,109000,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,48,115,Professional degree,5200,193034,School Psychologists,180000,7280.0,1.87,0.775,51.02,106130.0
NY,New York,Male,43,114,Master's degree,3600,291141,Registered Nurses,120000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,42,114,Master's degree,2100,151252,Software Developers,110000,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,34,116,Doctoral degree,2901,111021,General And Operations Managers,108200,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,27,101,Bachelor's degree,6107,291141,Registered Nurses,105000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,27,101,Bachelor's degree,6107,291141,Registered Nurses,105500,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,32,114,Master's degree,1501,131111,Management Analysts,219000,59640.0,1.15,6.35,60.79,126450.0
NY,New York,Male,52,101,Bachelor's degree,6203,413021,Insurance Sales Agents,115000,19460.0,0.69,2.072,52.38,108960.0
NY,New York,Male,29,115,Professional degree,3600,291051,Pharmacists,120000,20310.0,0.99,2.163,63.96,133040.0
NY,New York,Female,32,101,Bachelor's degree,6203,132011,Accountants And Auditors,110500,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,55,101,Bachelor's degree,6203,113021,Computer And Information Systems Managers,200000,39190.0,1.07,4.173,102.85,213930.0
NY,New York,Female,31,101,Bachelor's degree,6107,291141,Registered Nurses,100000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,23,101,Bachelor's degree,2407,132052,Personal Financial Advisors,175000,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,43,114,Master's degree,3700,113031,Financial Managers,150000,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Female,36,114,Master's degree,6207,413031,"Securities, Commodities, And Financial Services Sales Agents",221000,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Male,35,115,Professional degree,6203,151299,"Computer Occupations, All Other",200000,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Female,23,114,Master's degree,2300,151252,Software Developers,100500,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Male,39,114,Master's degree,6006,413031,"Securities, Commodities, And Financial Services Sales Agents",300000,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Male,47,114,Master's degree,6402,192099,"Physical Scientists, All Other",200000,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Female,24,101,Bachelor's degree,2102,151212,Information Security Analysts,150600,8710.0,0.8,0.928,67.68,140770.0
NY,New York,Male,27,101,Bachelor's degree,2102,113031,Financial Managers,220500,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,54,114,Master's degree,6103,119111,Medical And Health Services Managers,144000,25910.0,0.81,2.758,86.14,179160.0
NY,New York,Female,27,101,Bachelor's degree,6207,291071,Physician Assistants,250000,16690.0,1.85,1.777,66.54,138410.0
NY,New York,Male,28,101,Bachelor's degree,3699,151252,Software Developers,122000,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,29,101,Bachelor's degree,5501,413091,"Sales Representatives Of Services, Except Advertising, Insurance, Financial Services, And Travel",114000,81930.0,1.16,8.722,51.23,106560.0
NY,New York,Male,38,115,Professional degree,1401,113031,Financial Managers,250000,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,62,116,Doctoral degree,6402,192099,"Physical Scientists, All Other",161400,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Male,30,101,Bachelor's degree,5501,132052,Personal Financial Advisors,100200,27440.0,1.63,2.921,98.98,205870.0
NY,New York,Female,29,101,Bachelor's degree,6204,413031,"Securities, Commodities, And Financial Services Sales Agents",300000,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Male,39,114,Master's degree,5200,111021,General And Operations Managers,160000,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,32,101,Bachelor's degree,1901,413011,Advertising Sales Agents,152000,22550.0,3.37,2.4,51.95,108050.0
NY,New York,Female,31,101,Bachelor's degree,1901,413011,Advertising Sales Agents,150000,22550.0,3.37,2.4,51.95,108050.0
NY,New York,Female,43,116,Doctoral degree,5501,132011,Accountants And Auditors,160000,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Male,39,115,Professional degree,4801,192099,"Physical Scientists, All Other",440000,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Male,49,101,Bachelor's degree,6201,413031,"Securities, Commodities, And Financial Services Sales Agents",762500,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Female,47,101,Bachelor's degree,6201,273043,Writers And Authors,146000,7540.0,2.47,0.803,58.21,121070.0
NY,New York,Male,64,115,Professional degree,5200,113031,Financial Managers,300000,62800.0,1.29,6.686,115.94,241150.0
NY,New York,Male,33,101,Bachelor's degree,5200,132011,Accountants And Auditors,450000,119150.0,1.34,12.685,54.48,113310.0
NY,New York,Female,32,116,Doctoral degree,6107,291141,Registered Nurses,120000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,120000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,51,114,Master's degree,6107,291141,Registered Nurses,100000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,26,101,Bachelor's degree,6107,291141,Registered Nurses,103000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,51,114,Master's degree,5402,291141,Registered Nurses,133000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,41,101,Bachelor's degree,6207,291141,Registered Nurses,115000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,47,101,Bachelor's degree,5200,151252,Software Developers,190000,105460.0,1.03,11.228,72.12,150020.0
NY,New York,Female,34,101,Bachelor's degree,6104,291141,Registered Nurses,116000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,33,101,Bachelor's degree,6107,291141,Registered Nurses,113000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,36,101,Bachelor's degree,6207,413031,"Securities, Commodities, And Financial Services Sales Agents",761000,62110.0,2.09,6.613,94.95,197490.0
NY,New York,Female,32,114,Master's degree,6004,273041,Editors,200000,17900.0,3.02,1.906,52.71,109630.0
NY,New York,Male,30,114,Master's degree,6001,413021,Insurance Sales Agents,125000,19460.0,0.69,2.072,52.38,108960.0
NY,New York,Female,37,114,Master's degree,6107,291141,Registered Nurses,110000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,26,101,Bachelor's degree,2102,112022,Sales Managers,125000,32870.0,0.92,3.499,118.65,246790.0
NY,New York,Female,32,114,Master's degree,2405,192099,"Physical Scientists, All Other",100000,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Male,48,114,Master's degree,5205,151299,"Computer Occupations, All Other",224600,9320.0,0.34,0.992,54.16,112650.0
NY,New York,Male,34,101,Bachelor's degree,4101,151211,Computer Systems Analysts,120000,19760.0,0.64,2.104,56.04,116560.0
NY,New York,Female,44,114,Master's degree,6107,291141,Registered Nurses,115000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Male,31,101,Bachelor's degree,6207,132051,Financial And Investment Analysts,120000,49220.0,2.45,5.241,68.91,143330.0
NY,New York,Male,27,101,Bachelor's degree,5501,192099,"Physical Scientists, All Other",110000,1420.0,1.1,0.151,53.97,112250.0
NY,New York,Female,35,101,Bachelor's degree,6402,131082,Project Management Specialists,110000,64440.0,1.1,6.861,57.12,118800.0
NY,New York,Female,40,114,Master's degree,6107,291141,Registered Nurses,110000,188060.0,0.96,20.022,51.26,106620.0
NY,New York,Female,33,114,Master's degree,5501,112021,Marketing Managers,141800,45000.0,1.97,4.791,92.63,192670.0
NY,New York,Female,55,101,Bachelor's degree,6210,111021,General And Operations Managers,110000,212770.0,0.98,22.652,79.33,165000.0
NY,New York,Male,55,101,Bachelor's degree,6203,131111,Management Analysts,165600,59640.0,1.15,6.35,60.79,126450.0
